streamer,twitch_profile,partner,language
neversayyestwitch,https://www.twitch.tv/neversayyestwitch,yes,French
rudbeckia7,https://www.twitch.tv/rudbeckia7,yes,Korean
lvpes2,https://www.twitch.tv/lvpes2,yes,Spanish
anders_vejrgang,https://www.twitch.tv/anders_vejrgang,yes,English
karmikkoala,https://www.twitch.tv/karmikkoala,yes,Russian
capcomfighters,https://www.twitch.tv/capcomfighters,yes,English
rkdwl12,https://www.twitch.tv/rkdwl12,yes,Korean
calebhart42,https://www.twitch.tv/calebhart42,yes,English
survivetheark,https://www.twitch.tv/survivetheark,yes,English
lilsimsie,https://www.twitch.tv/lilsimsie,yes,English
dmitry_lixxx,https://www.twitch.tv/dmitry_lixxx,yes,Russian
esl_csgo_es,https://www.twitch.tv/esl_csgo_es,yes,Spanish
yamikazexz,https://www.twitch.tv/yamikazexz,yes,English
markolasso,https://www.twitch.tv/markolasso,no,English
draineo,https://www.twitch.tv/draineo,yes,English
paulanobre,https://www.twitch.tv/paulanobre,yes,Portuguese
stevesuptic,https://www.twitch.tv/stevesuptic,yes,English
threshfps,https://www.twitch.tv/threshfps,no,English
techsmith314,https://www.twitch.tv/techsmith314,yes,English
white_crow90,https://www.twitch.tv/white_crow90,no,English
pabdagoat,https://www.twitch.tv/pabdagoat,no,English
guerrarp,https://www.twitch.tv/guerrarp,no,Portuguese
wlstla2,https://www.twitch.tv/wlstla2,no,Korean
hyren7,https://www.twitch.tv/hyren7,yes,Korean
wolvesssssssssss,https://www.twitch.tv/wolvesssssssssss,yes,Turkish
capetlevrai,https://www.twitch.tv/capetlevrai,no,French
xxfirecoldxx,https://www.twitch.tv/xxfirecoldxx,yes,Spanish
stonde1337,https://www.twitch.tv/stonde1337,yes,Finnish
theastonpro,https://www.twitch.tv/theastonpro,yes,English
jaseph748,https://www.twitch.tv/jaseph748,no,English
this_is_and,https://www.twitch.tv/this_is_and,yes,German
lilchiipmunk,https://www.twitch.tv/lilchiipmunk,yes,English
anvitya,https://www.twitch.tv/anvitya,no,Russian
eekso_,https://www.twitch.tv/eekso_,yes,English
abunsma9,https://www.twitch.tv/abunsma9,no,English
unicorngaming,https://www.twitch.tv/unicorngaming,yes,English
fmzweierkette,https://www.twitch.tv/fmzweierkette,no,German
lion_res,https://www.twitch.tv/lion_res,no,Portuguese
thegodlynoob,https://www.twitch.tv/thegodlynoob,yes,English
hawkar__lol,https://www.twitch.tv/hawkar__lol,no,English
bermuda,https://www.twitch.tv/bermuda,no,English
princetheomega,https://www.twitch.tv/princetheomega,no,English
firebat,https://www.twitch.tv/firebat,yes,English
pmsfurryfish,https://www.twitch.tv/pmsfurryfish,yes,English
jjuandamoli,https://www.twitch.tv/jjuandamoli,yes,Spanish
rockportworld,https://www.twitch.tv/rockportworld,no,Spanish
netenho1,https://www.twitch.tv/netenho1,yes,Portuguese
anujbost,https://www.twitch.tv/anujbost,no,Spanish
alfa,https://www.twitch.tv/alfa,yes,Turkish
andrerossi06,https://www.twitch.tv/andrerossi06,no,Portuguese
sady9ma,https://www.twitch.tv/sady9ma,yes,Russian
dekulechomeur_tv,https://www.twitch.tv/dekulechomeur_tv,no,French
puggin,https://www.twitch.tv/puggin,yes,English
fitnessmum1,https://www.twitch.tv/fitnessmum1,no,English
mrs_nala,https://www.twitch.tv/mrs_nala,no,German
alarmingamber,https://www.twitch.tv/alarmingamber,no,English
half3shot,https://www.twitch.tv/half3shot,no,English
starsnipe,https://www.twitch.tv/starsnipe,yes,English
aribun21,https://www.twitch.tv/aribun21,no,English
valorant_arabia,https://www.twitch.tv/valorant_arabia,yes,Arabic
es874912,https://www.twitch.tv/es874912,yes,Chinese
desynkro,https://www.twitch.tv/desynkro,no,English
cooller,https://www.twitch.tv/cooller,yes,Russian
theunclejoeshow,https://www.twitch.tv/theunclejoeshow,yes,English
ato1004fd,https://www.twitch.tv/ato1004fd,no,Korean
morphains,https://www.twitch.tv/morphains,yes,Spanish
bydiegox10,https://www.twitch.tv/bydiegox10,no,Spanish
mllelenax,https://www.twitch.tv/mllelenax,no,French
tkbxx,https://www.twitch.tv/tkbxx,no,English
pitufo_,https://www.twitch.tv/pitufo_,no,Spanish
silvoc_o7,https://www.twitch.tv/silvoc_o7,no,English
yosoykyra,https://www.twitch.tv/yosoykyra,no,Spanish
simfinity_nina,https://www.twitch.tv/simfinity_nina,yes,German
straingaming,https://www.twitch.tv/straingaming,yes,English
kala,https://www.twitch.tv/kala,yes,English
kamikpro,https://www.twitch.tv/kamikpro,yes,Russian
csrfps,https://www.twitch.tv/csrfps,yes,Portuguese
smiint,https://www.twitch.tv/smiint,no,Russian
grumpei,https://www.twitch.tv/grumpei,yes,German
b4tv,https://www.twitch.tv/b4tv,yes,Portuguese
cartmens,https://www.twitch.tv/cartmens,yes,Swedish
123weqsas,https://www.twitch.tv/123weqsas,no,English
nippon_twitch,https://www.twitch.tv/nippon_twitch,yes,Hungarian
mewnfare,https://www.twitch.tv/mewnfare,yes,English
korimae,https://www.twitch.tv/korimae,yes,English
sp9rk1e,https://www.twitch.tv/sp9rk1e,yes,Korean
staziana_,https://www.twitch.tv/staziana_,yes,French
freeridegames,https://www.twitch.tv/freeridegames,no,English
jake_ow,https://www.twitch.tv/jake_ow,yes,English
brittsgatukok,https://www.twitch.tv/brittsgatukok,no,English
c4ssin,https://www.twitch.tv/c4ssin,no,Portuguese
kidkerrigan,https://www.twitch.tv/kidkerrigan,yes,English
p1noylol,https://www.twitch.tv/p1noylol,yes,English
pedraozaoo,https://www.twitch.tv/pedraozaoo,no,Portuguese
agravein,https://www.twitch.tv/agravein,yes,Polish
alzocm731,https://www.twitch.tv/alzocm731,yes,Korean
aeromist,https://www.twitch.tv/aeromist,no,English
phillyrampage,https://www.twitch.tv/phillyrampage,yes,English
accristalsky,https://www.twitch.tv/accristalsky,no,English
tijka_,https://www.twitch.tv/tijka_,no,English
chrizzcasual,https://www.twitch.tv/chrizzcasual,no,French
iipk,https://www.twitch.tv/iipk,yes,English
kaycreigh,https://www.twitch.tv/kaycreigh,yes,English
aiikab,https://www.twitch.tv/aiikab,yes,Portuguese
zaickless,https://www.twitch.tv/zaickless,no,Italian
stompy,https://www.twitch.tv/stompy,yes,German
iamlassana,https://www.twitch.tv/iamlassana,no,Spanish
likkrit,https://www.twitch.tv/likkrit,yes,Russian
gamestartasia,https://www.twitch.tv/gamestartasia,yes,English
hanana1223,https://www.twitch.tv/hanana1223,no,Chinese
kary_asmr,https://www.twitch.tv/kary_asmr,no,Italian
quig,https://www.twitch.tv/quig,yes,English
kurtsa,https://www.twitch.tv/kurtsa,no,English
ugames999,https://www.twitch.tv/ugames999,yes,Arabic
teds,https://www.twitch.tv/teds,yes,English
tobiaswhell,https://www.twitch.tv/tobiaswhell,yes,French
tsm_zexrow,https://www.twitch.tv/tsm_zexrow,yes,English
ernie,https://www.twitch.tv/ernie,yes,English
cloh_,https://www.twitch.tv/cloh_,no,English
sakura92_,https://www.twitch.tv/sakura92_,no,German
shelos1life,https://www.twitch.tv/shelos1life,no,Spanish
thellwinux,https://www.twitch.tv/thellwinux,no,Czech
teroxzz,https://www.twitch.tv/teroxzz,yes,Finnish
pawngrubber,https://www.twitch.tv/pawngrubber,no,English
freddybabes,https://www.twitch.tv/freddybabes,yes,English
exilogy,https://www.twitch.tv/exilogy,no,English
sheepzf,https://www.twitch.tv/sheepzf,yes,English
xoonies,https://www.twitch.tv/xoonies,yes,English
kora875654,https://www.twitch.tv/kora875654,no,English
a1ruka,https://www.twitch.tv/a1ruka,yes,Korean
madnessbonus,https://www.twitch.tv/madnessbonus,no,French
jielun1215,https://www.twitch.tv/jielun1215,yes,Chinese
leifdavis,https://www.twitch.tv/leifdavis,no,English
dansk4mighty,https://www.twitch.tv/dansk4mighty,yes,Russian
tokyocasinoninjaz,https://www.twitch.tv/tokyocasinoninjaz,yes,English
fernandabellissimo,https://www.twitch.tv/fernandabellissimo,yes,Portuguese
dtfru,https://www.twitch.tv/dtfru,yes,Russian
gamersontheedge,https://www.twitch.tv/gamersontheedge,no,English
imsoshady,https://www.twitch.tv/imsoshady,no,English
lastbaroudeur,https://www.twitch.tv/lastbaroudeur,yes,French
monokojo_,https://www.twitch.tv/monokojo_,no,Spanish
brinkysa,https://www.twitch.tv/brinkysa,no,Arabic
svitman,https://www.twitch.tv/svitman,yes,Czech
hayaletpiton,https://www.twitch.tv/hayaletpiton,no,Turkish
martianbuu,https://www.twitch.tv/martianbuu,yes,English
falconn2k,https://www.twitch.tv/falconn2k,no,Turkish
xorosegold,https://www.twitch.tv/xorosegold,no,English
mrkthulu,https://www.twitch.tv/mrkthulu,no,English
ristrettochronicles,https://www.twitch.tv/ristrettochronicles,no,English
mori09tv,https://www.twitch.tv/mori09tv,yes,German
onetwo_ru,https://www.twitch.tv/onetwo_ru,yes,Russian
hatatonkla,https://www.twitch.tv/hatatonkla,yes,Thai
batyatv,https://www.twitch.tv/batyatv,yes,Russian
bichphuongballz,https://www.twitch.tv/bichphuongballz,no,English
monsieurdelafox,https://www.twitch.tv/monsieurdelafox,no,French
lunarali,https://www.twitch.tv/lunarali,no,English
detoo,https://www.twitch.tv/detoo,yes,Norwegian
baywitched,https://www.twitch.tv/baywitched,yes,English
twisted_tebben,https://www.twitch.tv/twisted_tebben,no,English
iconday,https://www.twitch.tv/iconday,no,Spanish
l6c6f6r,https://www.twitch.tv/l6c6f6r,no,Spanish
cooldog0725,https://www.twitch.tv/cooldog0725,yes,Chinese
shadoune666,https://www.twitch.tv/shadoune666,yes,Spanish
choxel7,https://www.twitch.tv/choxel7,yes,Arabic
dnp3,https://www.twitch.tv/dnp3,yes,English
garryschool,https://www.twitch.tv/garryschool,yes,French
boredgameruk,https://www.twitch.tv/boredgameruk,yes,English
fgfm,https://www.twitch.tv/fgfm,no,English
adrenaline,https://www.twitch.tv/adrenaline,no,Portuguese
cordiseps,https://www.twitch.tv/cordiseps,yes,Turkish
hangarofroam,https://www.twitch.tv/hangarofroam,no,English
karlim00,https://www.twitch.tv/karlim00,no,English
maciejay,https://www.twitch.tv/maciejay,yes,English
ravepriest1,https://www.twitch.tv/ravepriest1,yes,Hungarian
missthickems,https://www.twitch.tv/missthickems,no,English
sajciu,https://www.twitch.tv/sajciu,yes,Polish
aaero,https://www.twitch.tv/aaero,no,Czech
superiorwolf,https://www.twitch.tv/superiorwolf,yes,English
yongbokkiestay,https://www.twitch.tv/yongbokkiestay,no,English
gmhess,https://www.twitch.tv/gmhess,yes,English
miu_v,https://www.twitch.tv/miu_v,no,Spanish
imcoty,https://www.twitch.tv/imcoty,yes,English
ex1zon,https://www.twitch.tv/ex1zon,no,Russian
ggsantome,https://www.twitch.tv/ggsantome,yes,Spanish
fineokay,https://www.twitch.tv/fineokay,yes,English
brokengo,https://www.twitch.tv/brokengo,no,Portuguese
didiibear,https://www.twitch.tv/didiibear,no,English
cornetto_simone,https://www.twitch.tv/cornetto_simone,no,Italian
jarenito,https://www.twitch.tv/jarenito,no,Turkish
cpt_sama,https://www.twitch.tv/cpt_sama,yes,Korean
ilusion_esports,https://www.twitch.tv/ilusion_esports,no,Russian
kernalflanders,https://www.twitch.tv/kernalflanders,no,English
leckakay,https://www.twitch.tv/leckakay,yes,English
tsm_bjergsen,https://www.twitch.tv/tsm_bjergsen,yes,English
tramontane,https://www.twitch.tv/tramontane,yes,Turkish
pjeh,https://www.twitch.tv/pjeh,no,Norwegian
joon_s,https://www.twitch.tv/joon_s,no,English
katenok,https://www.twitch.tv/katenok,no,Russian
helloitskolo,https://www.twitch.tv/helloitskolo,yes,English
pwincessly,https://www.twitch.tv/pwincessly,yes,English
zenpehsh,https://www.twitch.tv/zenpehsh,no,English
vitoriinho,https://www.twitch.tv/vitoriinho,no,French
hcm1008,https://www.twitch.tv/hcm1008,yes,Chinese
shake_make,https://www.twitch.tv/shake_make,yes,Arabic
ramslux,https://www.twitch.tv/ramslux,no,French
jammyhanderson,https://www.twitch.tv/jammyhanderson,no,English
callum_ilott,https://www.twitch.tv/callum_ilott,yes,English
angelafutbol,https://www.twitch.tv/angelafutbol,no,English
zerodxtwitch,https://www.twitch.tv/zerodxtwitch,yes,Italian
kaykrisify,https://www.twitch.tv/kaykrisify,yes,English
lupoempire,https://www.twitch.tv/lupoempire,no,Spanish
keykeymammi,https://www.twitch.tv/keykeymammi,no,Portuguese
mathulu,https://www.twitch.tv/mathulu,no,English
dicezer0,https://www.twitch.tv/dicezer0,no,English
diewoo,https://www.twitch.tv/diewoo,no,Spanish
blazt,https://www.twitch.tv/blazt,yes,English
socksfor1,https://www.twitch.tv/socksfor1,yes,English
lucastabata,https://www.twitch.tv/lucastabata,yes,Portuguese
quirkitized,https://www.twitch.tv/quirkitized,yes,English
tyurf57,https://www.twitch.tv/tyurf57,no,English
lugeradc,https://www.twitch.tv/lugeradc,yes,Turkish
bloodymoshpit,https://www.twitch.tv/bloodymoshpit,no,English
sakura,https://www.twitch.tv/sakura,no,Portuguese
snaptrox,https://www.twitch.tv/snaptrox,yes,French
arcadecloud,https://www.twitch.tv/arcadecloud,yes,English
zedvile,https://www.twitch.tv/zedvile,no,English
dalkai59,https://www.twitch.tv/dalkai59,no,French
yalexer,https://www.twitch.tv/yalexer,yes,Russian
mszodah,https://www.twitch.tv/mszodah,yes,English
kamuiip,https://www.twitch.tv/kamuiip,no,Spanish
maxam,https://www.twitch.tv/maxam,yes,English
saltysloth8,https://www.twitch.tv/saltysloth8,no,English
diirtynaps,https://www.twitch.tv/diirtynaps,no,English
ultrajdude,https://www.twitch.tv/ultrajdude,yes,English
ashshounen,https://www.twitch.tv/ashshounen,no,Portuguese
judges_play,https://www.twitch.tv/judges_play,no,Russian
lostinitiative,https://www.twitch.tv/lostinitiative,yes,English
darknez__7,https://www.twitch.tv/darknez__7,no,Russian
painelement,https://www.twitch.tv/painelement,yes,Chinese
meduzkoo,https://www.twitch.tv/meduzkoo,no,Russian
8zia_,https://www.twitch.tv/8zia_,no,English
trancestation,https://www.twitch.tv/trancestation,no,English
ashens,https://www.twitch.tv/ashens,yes,English
lecadtv,https://www.twitch.tv/lecadtv,no,Korean
demas6basket,https://www.twitch.tv/demas6basket,no,Spanish
crunk_muffin,https://www.twitch.tv/crunk_muffin,yes,English
pikaczuuu,https://www.twitch.tv/pikaczuuu,no,Polish
vmaksim12,https://www.twitch.tv/vmaksim12,no,English
phantaboulous,https://www.twitch.tv/phantaboulous,yes,English
tayynyc,https://www.twitch.tv/tayynyc,no,English
angelinetammi,https://www.twitch.tv/angelinetammi,yes,English
intelwar,https://www.twitch.tv/intelwar,no,Turkish
thepurpleeagle2242,https://www.twitch.tv/thepurpleeagle2242,no,English
altas_pintas05,https://www.twitch.tv/altas_pintas05,no,Spanish
laurigieco,https://www.twitch.tv/laurigieco,no,Spanish
nizarpk,https://www.twitch.tv/nizarpk,no,English
12robg,https://www.twitch.tv/12robg,yes,Spanish
bushwackerrrrr,https://www.twitch.tv/bushwackerrrrr,no,English
senpai3659,https://www.twitch.tv/senpai3659,no,Spanish
gcxevent,https://www.twitch.tv/gcxevent,yes,English
olivlivliv,https://www.twitch.tv/olivlivliv,no,Spanish
monkeynews,https://www.twitch.tv/monkeynews,yes,English
shirobahoo,https://www.twitch.tv/shirobahoo,no,Turkish
buckefps,https://www.twitch.tv/buckefps,yes,English
dabootv,https://www.twitch.tv/dabootv,yes,German
geekygoonsquad,https://www.twitch.tv/geekygoonsquad,yes,English
nakatinelol,https://www.twitch.tv/nakatinelol,yes,French
taipok,https://www.twitch.tv/taipok,no,Russian
michanss,https://www.twitch.tv/michanss,no,English
mofu_aki,https://www.twitch.tv/mofu_aki,yes,Japanese
scruffysellout,https://www.twitch.tv/scruffysellout,no,English
ffellini,https://www.twitch.tv/ffellini,yes,Russian
ungoron,https://www.twitch.tv/ungoron,yes,Spanish
beeswax76,https://www.twitch.tv/beeswax76,yes,Italian
xxbekk,https://www.twitch.tv/xxbekk,no,English
barbadinos,https://www.twitch.tv/barbadinos,yes,Greek
redtea,https://www.twitch.tv/redtea,yes,Korean
control,https://www.twitch.tv/control,yes,English
pinkybubble,https://www.twitch.tv/pinkybubble,yes,Turkish
vnasir_,https://www.twitch.tv/vnasir_,yes,Arabic
jisanjun,https://www.twitch.tv/jisanjun,no,Korean
devilmat_hs,https://www.twitch.tv/devilmat_hs,yes,Italian
townie,https://www.twitch.tv/townie,yes,English
deiacatlady,https://www.twitch.tv/deiacatlady,no,Portuguese
q8scop,https://www.twitch.tv/q8scop,no,Arabic
mxdoesstuff,https://www.twitch.tv/mxdoesstuff,no,English
rick_ikki,https://www.twitch.tv/rick_ikki,no,French
dogzilar123,https://www.twitch.tv/dogzilar123,no,Spanish
baky_baky,https://www.twitch.tv/baky_baky,no,English
cshk123,https://www.twitch.tv/cshk123,yes,Unknown
rabico,https://www.twitch.tv/rabico,yes,Portuguese
milschbaum,https://www.twitch.tv/milschbaum,yes,German
saiproq,https://www.twitch.tv/saiproq,no,Russian
lifecoach1981,https://www.twitch.tv/lifecoach1981,yes,English
dixayy_,https://www.twitch.tv/dixayy_,no,English
johhn_casino,https://www.twitch.tv/johhn_casino,no,Russian
mitchrobinson,https://www.twitch.tv/mitchrobinson,yes,English
kujay,https://www.twitch.tv/kujay,yes,English
kokoop,https://www.twitch.tv/kokoop,no,Spanish
bathhouse_owner,https://www.twitch.tv/bathhouse_owner,yes,English
hamz,https://www.twitch.tv/hamz,yes,English
mop1glolz,https://www.twitch.tv/mop1glolz,yes,Chinese
apietrak,https://www.twitch.tv/apietrak,yes,Hungarian
3gamings,https://www.twitch.tv/3gamings,yes,Arabic
exmagistr,https://www.twitch.tv/exmagistr,yes,Russian
naachodc,https://www.twitch.tv/naachodc,no,Spanish
nemerethtv,https://www.twitch.tv/nemerethtv,yes,Spanish
nhantamtft,https://www.twitch.tv/nhantamtft,no,English
axsha_lm,https://www.twitch.tv/axsha_lm,no,English
asgoallive,https://www.twitch.tv/asgoallive,no,English
badassgamez,https://www.twitch.tv/badassgamez,yes,English
doolkaa,https://www.twitch.tv/doolkaa,no,Polish
takti124,https://www.twitch.tv/takti124,no,English
silviosantosdocs,https://www.twitch.tv/silviosantosdocs,no,Portuguese
ticker147,https://www.twitch.tv/ticker147,no,English
loosebox,https://www.twitch.tv/loosebox,no,English
pubg_taiwan,https://www.twitch.tv/pubg_taiwan,yes,Chinese
fahadfn,https://www.twitch.tv/fahadfn,yes,Arabic
carter,https://www.twitch.tv/carter,yes,English
inviicta,https://www.twitch.tv/inviicta,yes,English
borneonmania,https://www.twitch.tv/borneonmania,no,English
bunker_3,https://www.twitch.tv/bunker_3,no,Spanish
bigboss52,https://www.twitch.tv/bigboss52,no,Turkish
quzennn,https://www.twitch.tv/quzennn,no,Turkish
malnaspite,https://www.twitch.tv/malnaspite,yes,Hungarian
obliviousvr,https://www.twitch.tv/obliviousvr,no,English
shuebao,https://www.twitch.tv/shuebao,no,Chinese
nissa,https://www.twitch.tv/nissa,yes,Spanish
krisfits,https://www.twitch.tv/krisfits,yes,Italian
malagant,https://www.twitch.tv/malagant,yes,English
doeupzi,https://www.twitch.tv/doeupzi,yes,Korean
therealpugzilla,https://www.twitch.tv/therealpugzilla,yes,English
sopa_de_murloc,https://www.twitch.tv/sopa_de_murloc,yes,Spanish
rpgreplaynetwork,https://www.twitch.tv/rpgreplaynetwork,no,English
tenapi,https://www.twitch.tv/tenapi,no,Korean
latanadelleo,https://www.twitch.tv/latanadelleo,yes,Italian
principit0,https://www.twitch.tv/principit0,no,Spanish
